2012/1/26,7659
2012/1/27,7648
2012/1/28,7635
2012/1/29,7635
2012/1/30,7621
2012/1/31,7622
2012/2/1,7631
2012/2/2,7628
2012/2/3,7625
2012/2/4,7644
2012/2/5,7648
2012/2/6,7645
2012/2/7,7661
2012/2/8,7671
2012/2/9,7697
2012/2/10,7711
2012/2/11,7739
2012/2/12,7741
2012/2/13,7748
2012/2/14,7748
2012/2/15,7771
2012/2/16,7764
2012/2/17,7769
2012/2/18,7776
2012/2/19,7783
2012/2/20,7772
2012/2/21,7764
2012/2/22,7795
2012/2/23,7828
2012/2/24,7913
2012/2/25,7827
2012/2/26,7826
2012/2/27,7821
2012/2/28,7837
2012/2/29,7882
2012/3/1,7878
2012/3/2,7893
2012/3/3,7896
2012/3/4,7892
2012/3/5,7903
2012/3/7,7920
2012/3/8,7980
2012/3/9,7983
2012/3/10,7993
2012/3/11,7988
2012/3/12,7987
2012/3/13,7991
2012/3/14,7979
2012/3/15,7995
2012/3/16,8002
2012/3/17,7990
2012/3/18,7962
2012/3/19,8024
2012/3/20,8041
2012/3/21,8046
2012/3/22,8077
2012/3/23,8078
2012/3/24,8080
2012/3/25,8085
2012/3/26,8089
2012/3/27,8092
2012/3/28,8109
2012/3/29,8123
2012/3/30,8136
2012/3/31,8166
2012/4/1,8291
2012/4/2,8290
2012/4/3,8198
2012/4/4,8214
2012/4/5,8172
2012/4/6,8193
2012/4/7,8197
2012/4/8,8198
2012/4/9,8190
2012/4/10,8198
2012/4/11,8220
2012/4/12,8241
2012/4/13,8227
2012/4/14,8234
2012/4/15,8252
2012/4/16,8268
2012/4/17,8286
2012/4/18,8313
2012/4/19,8309
2012/4/20,8272
2012/4/21,8278
2012/4/22,8181
2012/4/23,8115
2012/4/25,8388
2012/4/26,8404
2012/4/27,8451
2012/4/28,8462
2012/4/29,8449
2012/4/30,8455
2012/5/1,8473
2012/5/2,8496
2012/5/3,8522
2012/5/4,8542
2012/5/5,8549
2012/5/6,8558
2012/5/7,8567
2012/5/8,8583
2012/5/9,8591
2012/5/10,8598
2012/5/11,8639
2012/5/12,8640
2012/5/13,8607
2012/5/14,8610
2012/5/16,8675
2012/5/17,8692
2012/5/18,8731
2012/5/19,8757
2012/5/20,8752
2012/5/21,8762
2012/5/22,8765
2012/5/23,8814
2012/5/24,8828
2012/5/25,8828
2012/5/26,8851
2012/5/27,8849
2012/5/28,8862
2012/5/29,8878
2012/5/30,8904
2012/5/31,8922
2012/6/1,8962
2012/6/2,8986
2012/6/3,8987
2012/6/4,8989
2012/6/5,8999
2012/6/6,9055
2012/6/7,9089
2012/6/8,9099
2012/6/9,9130
2012/6/10,9172
2012/6/11,9138
2012/6/12,9159
2012/6/13,9181
2012/6/14,9205
2012/6/15,9210
2012/6/16,9193
2012/6/17,9219
2012/6/18,9225
2012/6/19,9221
2012/6/20,9275
2012/6/21,9284
2012/6/22,9309
2012/6/23,9337
2012/6/24,9334
2012/6/25,9314
2012/6/26,9314
2012/6/27,9311
2012/6/28,9336
2012/6/29,9328
2012/6/30,9348
2012/7/1,9353
2012/7/2,9369
2012/7/3,9364
2012/7/4,9389
2012/7/5,9368
2012/7/6,9380
2012/7/7,9373
2012/7/8,9376
2012/7/9,9379
2012/7/10,9407
2012/7/11,9444
2012/7/12,9431
2012/7/13,9457
2012/7/14,9448
2012/7/15,9456
2012/7/16,9463
2012/7/17,9476
2012/7/18,9480
2012/7/19,9500
2012/7/20,9521
2012/7/21,9522
2012/7/22,9525
2012/7/23,9523
2012/7/24,9560
2012/7/25,9576
2012/7/26,9589
2012/7/27,9611
2012/7/28,9618
2012/7/29,9608
2012/7/30,9608
2012/7/31,9572
2012/8/1,9578
2012/8/2,9599
2012/8/3,9618
2012/8/4,9533
2012/8/5,9602
2012/8/6,9606
2012/8/7,9633
2012/8/8,9616
2012/8/9,9659
2012/8/10,9681
2012/8/11,9616
2012/8/12,9665
2012/8/13,9669
2012/8/14,9697
2012/8/15,9702
2012/8/16,9720
2012/8/17,9739
2012/8/18,9753
2012/8/19,9757
2012/8/20,9750
2012/8/21,9779
2012/8/22,9789
2012/8/23,9825
2012/8/24,9835
2012/8/25,9836
2012/8/26,9853
2012/8/27,9856
2012/8/28,9869
2012/8/29,9897
2012/8/30,9898
2012/8/31,9917
2012/9/1,9927
2012/9/2,9926
2012/9/3,9945
2012/9/4,10161
2012/9/5,9942
2012/9/6,9938
2012/9/7,9940
2012/9/8,9960
2012/9/9,9956
2012/9/10,9965
2012/9/11,9952
2012/9/12,9985
2012/9/13,10015
2012/9/14,10037
2012/9/15,10051
2012/9/16,9999
2012/9/17,10054
2012/9/18,10017
2012/9/19,10073
2012/9/20,10085
2012/9/21,10102
2012/9/22,10132
2012/9/23,10125
2012/9/24,10127
2012/9/25,10144
2012/9/26,10157
2012/9/27,10180
2012/9/28,10170
2012/9/29,10185
2012/9/30,10177
2012/10/1,10185
2012/10/2,10192
2012/10/3,10211
2012/10/4,10220
2012/10/5,10199
2012/10/6,10213
2012/10/7,10211
2012/10/8,10230
2012/10/9,10252
2012/10/10,10274
2012/10/11,10139
2012/10/12,10367
2012/10/13,10342
2012/10/14,10319
2012/10/15,10349
2012/10/16,10365
2012/10/17,10368
2012/10/18,10375
2012/10/19,10384
2012/10/20,10424
2012/10/21,10425
2012/10/22,10421
2012/10/23,10431
2012/10/24,10440
2012/10/25,10458
2012/10/26,10504
2012/10/27,10520
2012/10/28,10503
2012/10/29,10514
2012/10/30,10480
2012/10/31,10523
2012/11/1,10541
2012/11/2,10542
2012/11/3,10892
2012/11/4,10902
2012/11/5,10912
2012/11/6,10962
2012/11/7,10897
2012/11/8,10634
2012/11/9,10672
2012/11/10,10687
2012/11/11,10686
2012/11/12,10690
2012/11/13,10713
2012/11/14,10728
2012/11/15,10749
2012/11/16,10758
2012/11/17,10757
2012/11/18,10757
2012/11/19,10776
2012/11/20,10794
2012/11/21,10805
2012/11/22,10835
2012/11/23,10850
2012/11/24,10851
2012/11/25,10850
2012/11/26,10848
2012/11/27,10853
2012/11/28,10868
2012/11/29,10887
2012/11/30,10907
2012/12/1,10901
2012/12/2,10908
2012/12/3,10922
2012/12/4,10933
2012/12/5,10957
2012/12/6,10982
2012/12/7,10989
2012/12/8,11019
2012/12/9,11021
2012/12/10,11031
2012/12/11,11039
2012/12/12,11061
2012/12/13,11084
2012/12/14,11108
2012/12/15,11131
2012/12/16,11134
2012/12/17,11125
2012/12/18,11435
2012/12/19,11146
2012/12/20,11174
2012/12/21,11180
2012/12/22,11184
2012/12/23,11186
2012/12/24,11188
2012/12/25,11164
2012/12/26,11175
2012/12/27,11169
2012/12/28,11151
2012/12/29,11169
2012/12/30,11159
2012/12/31,11191
2013/1/1,11187
2013/1/2,11115
2013/1/3,11184
2013/1/4,11188
2013/1/5,11223
2013/1/6,11167
2013/1/7,11236
2013/1/8,11255
2013/1/9,11276
2013/1/10,11298
2013/1/11,11285
2013/1/12,11288
2013/1/13,11271
2013/1/14,11291
2013/1/15,11298
2013/1/16,11305
2013/1/17,11346
2013/1/18,11567
2013/1/19,11367
2013/1/20,11355
2013/1/21,11356
2013/1/22,11379
2013/1/23,11391
2013/1/24,11418
2013/1/25,11441
2013/1/26,11454
2013/1/27,11457
2013/1/28,11452
2013/1/29,11440
2013/1/30,11899
2013/1/31,11906
2013/2/1,11522
2013/2/2,11510
2013/2/3,11523
2013/2/4,11527
2013/2/5,11534
2013/2/6,11547
2013/2/7,11585
2013/2/8,11605
2013/2/9,11592
2013/2/10,11589
2013/2/11,11596
2013/2/12,11608
2013/2/13,11618
2013/2/14,11642
2013/2/15,11649
2013/2/16,11633
2013/2/17,11655
2013/2/18,11658
2013/2/19,11677
2013/2/20,11693
2013/2/21,11691
2013/2/22,11728
2013/2/23,11721
2013/2/24,11721
2013/2/25,11713
2013/2/26,11710
2013/2/27,11718
2013/2/28,11756
2013/3/1,11765
2013/3/2,11765
2013/3/3,11767
2013/3/4,11769
2013/3/5,11797
2013/3/6,11804
2013/3/7,11820
2013/3/8,11826
2013/3/9,11842
2013/3/10,11834
2013/3/11,11869
2013/3/12,11885
2013/3/13,11860
2013/3/14,11917
2013/3/15,11922
2013/3/16,12218
2013/3/17,12217
2013/3/18,11945
2013/3/19,11984
2013/3/20,11979
2013/3/21,12005
2013/3/22,11990
2013/3/23,11959
2013/3/24,12010
2013/3/25,11946
2013/3/26,12000
2013/3/27,12003
2013/3/28,12023
2013/3/29,12023
2013/3/30,12060
2013/3/31,12065
2013/4/1,12056
2013/4/2,12074
2013/4/3,12069
2013/4/4,12074
2013/4/5,12310
2013/4/6,12089
2013/4/7,12100
2013/4/8,12107
2013/4/9,12124
2013/4/10,12141
2013/4/11,12123
2013/4/12,12152
2013/4/13,12183
2013/4/14,12191
2013/4/15,12201
2013/4/16,12188
2013/4/17,12223
2013/4/18,12258
2013/4/19,12294
2013/4/20,12303
2013/4/21,12313
2013/4/22,12351
2013/4/24,12396
2013/4/25,12406
2013/4/26,12440
2013/4/27,12458
2013/4/28,12460
2013/4/29,12469
2013/4/30,12433
2013/5/1,12484
2013/5/2,12473
2013/5/3,12475
2013/5/4,12491
2013/5/5,12477
2013/5/6,12486
2013/5/7,12490
2013/5/8,12504
2013/5/9,12550
2013/5/10,12531
2013/5/11,12546
2013/5/12,12538
2013/5/13,12536
2013/5/14,12527
2013/5/15,12543
2013/5/16,12572
2013/5/17,12601
2013/5/18,12578
2013/5/19,12579
2013/5/20,12503
2013/5/21,12593
2013/5/22,12581
2013/5/23,12613
2013/5/24,12603
2013/5/25,12601
2013/5/26,12614
2013/5/27,12625
2013/5/28,12625
2013/5/29,12669
2013/5/30,12660
2013/5/31,12593
2013/6/1,12670
2013/6/2,12675
2013/6/3,12688
2013/6/4,12695
2013/6/5,12711
2013/6/6,12739
2013/6/7,12764
2013/6/8,12758
2013/6/9,12761
2013/6/10,12755
2013/6/11,12776
2013/6/12,12689
2013/6/13,12789
2013/6/14,12803
2013/6/15,12800
2013/6/16,12799
2013/6/17,12808
2013/6/18,12826
2013/6/19,12843
2013/6/20,12869
2013/6/21,12867
2013/6/22,12871
2013/6/23,12872
2013/6/24,12887
2013/6/25,13332
2013/6/26,13345
2013/6/27,12912
2013/6/28,12926
2013/6/29,12924
2013/6/30,12940
2013/7/1,12921
2013/7/2,12937
2013/7/3,12987
2013/7/4,13013
2013/7/5,13016
2013/7/6,13037
2013/7/7,13031
2013/7/8,13033
2013/7/9,13018
2013/7/10,13026
2013/7/11,13061
2013/7/12,13083
2013/7/13,13084
2013/7/14,13084
2013/7/15,13095
2013/7/16,13090
2013/7/17,13099
2013/7/18,13109
2013/7/19,13112
2013/7/20,13140
2013/7/21,13148
2013/7/22,13161
2013/7/23,13181
2013/7/24,13194
2013/7/25,13200
2013/7/26,13218
2013/7/27,13228
2013/7/28,13236
2013/7/29,13269
2013/7/30,13281
2013/7/31,13298
2013/8/1,13304
2013/8/2,13293
2013/8/3,13294
2013/8/4,13280
2013/8/5,13288
2013/8/6,13309
2013/8/7,13339
2013/8/8,13394
2013/8/9,13425
2013/8/10,13436
2013/8/11,13644
2013/8/12,13647
2013/8/13,13683
2013/8/14,13418
2013/8/15,13456
2013/8/16,13462
2013/8/17,13496
2013/8/18,13496
2013/8/19,13496
2013/8/20,13514
2013/8/21,13513
2013/8/22,13525
2013/8/23,13494
2013/8/24,13602
2013/8/25,13602
2013/8/26,13620
2013/8/27,13629
2013/8/28,13654
2013/8/29,13719
2013/8/30,13739
2013/8/31,13743
2013/9/7,13736
2013/9/9,13771
2013/9/10,13782
2013/9/11,13775
2013/9/12,13859
2013/9/13,13835
2013/9/14,13850
2013/9/15,13851
2013/9/16,13864
2013/9/17,13877
2013/9/18,13887
2013/9/19,14180
2013/9/20,14190
2013/9/21,13936
2013/9/22,13934
2013/9/23,14213
2013/9/24,13955
2013/9/25,13960
2013/9/26,13992
2013/9/27,13994
2013/9/28,14005
2013/9/29,14016
2013/9/30,14002
2013/10/1,13992
2013/10/2,14004
2013/10/3,14064
2013/10/4,14357
2013/10/5,14076
2013/10/6,14093
2013/10/7,14103
2013/10/8,14096
2013/10/9,14156
2013/10/10,14179
2013/10/11,14195
2013/10/12,14222
2013/10/13,14229
2013/10/14,14229
2013/10/15,14242
2013/10/16,14303
2013/10/17,14321
2013/10/18,14325
2013/10/19,14323
2013/10/20,14331
2013/10/21,14346
2013/10/22,14363
2013/10/23,14410
2013/10/24,14418
2013/10/25,14443
2013/10/26,14452
2013/10/27,14430
2013/10/28,14462
2013/10/29,14567
2013/10/30,14671
2013/10/31,14707
2013/11/1,14695
2013/11/2,14710
2013/11/3,14454
2013/11/4,14718
2013/11/5,14748
2013/11/6,14482
2013/11/7,14786
2013/11/8,14800
2013/11/9,14824
2013/11/10,14836
2013/11/11,14793
2013/11/12,14848
2013/11/13,14891
2013/11/14,14898
2013/11/15,14917
2013/11/16,14924
2013/11/17,14938
2013/11/18,14950
2013/11/19,14963
2013/11/20,15006
2013/11/21,15003
2013/11/22,15084
2013/11/23,15117
2013/11/24,15120
2013/11/25,15138
2013/11/26,15141
2013/11/27,15166
2013/11/28,15179
2013/11/29,15191
2013/11/30,15184
2013/12/1,15172
2013/12/2,15176
2013/12/3,15162
2013/12/4,15467
2013/12/5,15193
2013/12/6,15225
2013/12/7,15246
2013/12/8,15242
2013/12/9,15268
2013/12/10,15266
2013/12/11,15230
2013/12/12,15288
2013/12/13,15327
2013/12/14,15307
2013/12/15,15301
2013/12/16,15358
2013/12/17,11325
2013/12/18,15409
2013/12/19,15431
2013/12/20,15449
2013/12/21,15463
2013/12/22,15462
2013/12/23,15476
2013/12/24,15477
2013/12/25,15504
2013/12/26,15507
2013/12/27,15507
2013/12/28,15488
2013/12/29,15500
2013/12/30,15523
2013/12/31,15544
2014/1/1,15544
2014/1/2,15529
2014/1/3,15497
2014/1/4,15506
2014/1/5,15517
2014/1/6,15478
2014/1/7,15487
2014/1/8,15465
2014/1/9,15479
2014/1/10,15492
2014/1/11,15508
2014/1/12,15499
2014/1/13,15510
2014/1/14,15553
2014/1/15,15597
2014/1/16,15599
2014/1/17,15626
2014/1/18,15647
2014/1/19,15666
2014/1/20,15687
2014/1/21,15676
2014/1/22,16097
2014/1/23,15680
2014/1/24,15666
2014/1/25,16018
2014/1/26,15707
2014/1/27,15686
2014/1/28,15726
2014/1/29,15731
2014/1/30,15748
2014/1/31,15761
2014/2/1,15761
2014/2/2,15748
2014/2/3,15763
2014/2/4,15796
2014/2/5,15797
2014/2/6,15756
2014/2/7,16287
2014/2/8,16305
2014/2/9,16294
2014/2/10,16255
2014/2/11,15759
2014/2/12,15663
2014/2/13,15840
2014/2/14,15862
2014/2/15,15885
2014/2/16,15888
2014/2/17,15879
2014/2/18,15893
2014/2/19,15910
2014/2/20,15913
2014/2/21,15929
2014/2/22,15972
2014/2/23,15982
